area_fips,own_code,industry_code,agglvl_code,size_code,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg,Geographic Area Name (NAME),2017 NAICS Code (NAICS),Meaning of NAICS Code (NAICS_LABEL),Meaning of Establishments located in Metropolitan or Micropolitan Statistical Area indicator (METRO_LABEL),Year (YEAR),Number of firms (FIRM),Number of establishments (ESTAB),Number of employees (EMP),(DHS) denominator (DENOM),Number of establishments born during the last 12 months (ESTABS_ENTRY),Rate of establishments born during the last 12 months (ESTABS_ENTRY_RATE),Number of establishments exited during the last 12 months (ESTABS_EXIT),Rate of establishments exited during the last 12 months (ESTABS_EXIT_RATE),Number of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION),Number of jobs created from opening establishments during the last 12 months (JOB_CREATION_BIRTHS),Number of jobs created from expanding establishments during the last 12 months (JOB_CREATION_CONTINUERS),Rate of jobs created from opening establishments during the last 12 months (JOB_CREATION_RATE_BIRTHS),Rate of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION_RATE),Number of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION),Number of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_DEATHS),Number of jobs lost from contracting establishments during the last 12 months (JOB_DESTRUCTION_CONTINUERS),Rate of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_RATE_DEATHS),Rate of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION_RATE),Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION),Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION_RATE),Rate of reallocation during the last 12 months (REALLOCATION_RATE),Number of firms that exited during the last 12 months (FIRMDEATH_FIRMS),Number of establishments associated with firm deaths during the last 12 months (FIRMDEATH_ESTABS),Number of employees associated with firm deaths during the last 12 months (FIRMDEATH_EMP),area_title
C1618,5.0,53,44.0,0.0,,97.0,273.0,12920920.0,8141838.0,137797.0,910.0,47301.0,,1.14,0.59,0.47,0.76,0.7,0.8,0.8,,-4.0,-4.0,22.0,8.8,1699581.0,15.1,641112.0,8.5,6657.0,5.1,49.0,5.7,2505.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1622,5.0,53,44.0,0.0,,155.0,851.0,45356352.0,23724988.0,448702.0,1024.0,53272.0,,1.03,1.5,1.5,1.62,1.39,1.0,1.0,,-2.0,-1.3,-35.0,-4.0,-935028.0,-2.0,-413229.0,-1.7,214606.0,91.7,19.0,1.9,1024.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1630,5.0,53,44.0,0.0,,341.0,1542.0,119995284.0,45651284.0,429091.0,1497.0,77831.0,,0.96,0.73,0.94,0.74,0.53,1.28,1.28,,10.0,3.0,-9.0,-0.6,7759150.0,6.9,1716837.0,3.9,34937.0,8.9,105.0,7.5,5448.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1654,5.0,53,44.0,0.0,,92.0,327.0,14250303.0,3441208.0,90438.0,838.0,43557.0,,0.66,0.37,0.31,0.34,0.27,0.86,0.85,,0.0,0.0,3.0,0.9,863173.0,6.4,163092.0,5.0,-11738.0,-11.5,44.0,5.5,2271.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1658,5.0,53,44.0,0.0,,219.0,1465.0,71542292.0,22124288.0,455648.0,939.0,48845.0,,1.09,0.96,0.82,1.33,1.28,0.85,0.85,,-10.0,-4.4,-279.0,-16.0,-15684416.0,-18.0,-2880992.0,-11.5,-4544.0,-1.0,-23.0,-2.4,-1161.0,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1662,5.0,53,44.0,0.0,N,233.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.91,0.0,0.0,0.0,0.0,0.0,0.0,N,-4.0,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1670,5.0,53,44.0,0.0,,1549.0,6682.0,429333258.0,116298340.0,1014162.0,1236.0,64249.0,,1.49,1.26,1.36,1.39,1.57,1.08,1.08,,111.0,7.7,290.0,4.5,53303981.0,14.2,10416870.0,9.8,-280694.0,-21.7,105.0,9.3,5423.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1674,5.0,53,44.0,0.0,,4546.0,19882.0,1508594622.0,549193662.0,3601511.0,1459.0,75879.0,,1.36,1.05,1.16,1.1,1.07,1.1,1.1,N,268.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1682,5.0,53,44.0,0.0,N,349.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.99,0.0,0.0,0.0,0.0,0.0,0.0,N,18.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1686,5.0,53,44.0,0.0,,540.0,3162.0,195471017.0,29202674.0,363305.0,1189.0,61820.0,,0.92,0.83,0.9,0.76,0.92,1.07,1.07,N,20.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1694,5.0,53,44.0,0.0,,152.0,569.0,30849106.0,16368574.0,257153.0,1042.0,54193.0,,0.88,0.79,0.79,1.02,0.78,0.99,0.99,,8.0,5.6,15.0,2.7,2388012.0,8.4,918358.0,5.9,132167.0,105.7,55.0,5.6,2858.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1698,5.0,53,44.0,0.0,N,10703.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1.02,0.0,0.0,0.0,0.0,0.0,0.0,N,168.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1702,5.0,53,44.0,0.0,,256.0,1185.0,55093855.0,10131173.0,428043.0,894.0,46493.0,,0.75,1.0,0.88,1.03,1.07,0.88,0.88,,-8.0,-3.0,-46.0,-3.7,2452404.0,4.7,-230547.0,-2.2,-43876.0,-9.3,72.0,8.8,3733.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1714,5.0,53,44.0,0.0,,2606.0,13762.0,849563453.0,161015380.0,3852836.0,1187.0,61731.0,,1.06,0.86,0.81,0.84,0.87,0.95,0.95,N,99.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1730,5.0,53,44.0,0.0,,287.0,1192.0,49865913.0,12147975.0,169606.0,804.0,41834.0,,1.18,0.85,0.76,0.84,0.76,0.89,0.89,,15.0,5.5,64.0,5.7,4306034.0,9.5,1459903.0,13.7,27290.0,19.2,27.0,3.5,1441.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1742,5.0,53,44.0,0.0,,77.0,342.0,14593092.0,2919091.0,27646.0,820.0,42618.0,,0.79,0.5,0.43,0.43,0.43,0.86,0.86,,0.0,0.0,31.0,10.0,1982947.0,15.7,270915.0,10.2,-2714.0,-8.9,40.0,5.1,2038.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1746,5.0,53,44.0,0.0,,2512.0,13931.0,844422046.0,157646558.0,4030044.0,1166.0,60616.0,,1.04,0.93,0.88,0.99,0.97,0.94,0.94,,55.0,2.2,-17.0,-0.1,57154911.0,7.3,1079231.0,0.7,411119.0,11.4,81.0,7.5,4175.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1766,5.0,53,44.0,0.0,,352.0,917.0,45269667.0,32984193.0,212275.0,949.0,49363.0,,1.31,0.89,0.88,1.0,0.94,0.99,0.99,,45.0,14.7,92.0,11.2,8393029.0,22.8,5879934.0,21.7,20014.0,10.4,89.0,10.3,4637.0,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1778,5.0,53,44.0,0.0,,372.0,1930.0,93716828.0,20179408.0,373651.0,934.0,48558.0,,1.54,1.06,1.03,1.35,1.4,0.97,0.97,,10.0,2.8,86.0,4.7,11492401.0,14.0,1732655.0,9.4,123847.0,49.6,76.0,8.9,3962.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1782,5.0,53,44.0,0.0,,1742.0,5060.0,279256551.0,84621331.0,1623803.0,1061.0,55187.0,,1.75,1.11,1.01,1.15,1.18,0.9,0.91,,113.0,6.9,131.0,2.7,32595810.0,13.2,5625395.0,7.1,440854.0,37.3,99.0,10.3,5148.0,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1786,5.0,53,44.0,0.0,,249.0,1337.0,59647629.0,17383451.0,181322.0,858.0,44613.0,,1.17,0.92,0.74,1.14,1.13,0.81,0.81,,1.0,0.4,39.0,3.0,4584640.0,8.3,-378895.0,-2.1,-10019.0,-5.2,42.0,5.1,2181.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1790,5.0,53,44.0,0.0,,950.0,5329.0,283085367.0,89892301.0,822212.0,1022.0,53122.0,,1.09,0.93,0.92,1.08,1.03,0.99,0.99,,50.0,5.6,-37.0,-0.7,18525171.0,7.0,3179717.0,3.7,14043.0,1.7,74.0,7.8,3819.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1798,5.0,53,44.0,0.0,N,343.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1.23,0.0,0.0,0.0,0.0,0.0,0.0,N,7.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1802,5.0,53,44.0,0.0,,80.0,301.0,13136284.0,3448133.0,49471.0,839.0,43642.0,,0.98,0.41,0.28,0.37,0.44,0.68,0.69,,0.0,0.0,9.0,3.1,1022847.0,8.4,219584.0,6.8,8613.0,21.1,41.0,5.1,2134.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1814,5.0,53,44.0,0.0,,2746.0,15428.0,960708690.0,178070896.0,4218334.0,1198.0,62271.0,,1.22,0.97,0.94,1.01,1.0,0.97,0.97,,161.0,6.2,788.0,5.4,123548108.0,14.8,11717621.0,7.0,750749.0,21.7,98.0,8.9,5089.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1858,5.0,53,44.0,0.0,,550.0,3281.0,176644295.0,36821165.0,842235.0,1036.0,53847.0,,1.29,1.19,1.19,1.19,1.24,1.0,1.0,,29.0,5.6,123.0,3.9,13291953.0,8.1,2747799.0,8.1,168651.0,25.0,41.0,4.1,2125.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1870,5.0,53,44.0,0.0,,121.0,420.0,17708223.0,13463990.0,280485.0,811.0,42154.0,,0.96,0.75,0.49,0.95,0.9,0.66,0.66,,-3.0,-2.4,0.0,0.0,1094023.0,6.6,551380.0,4.3,85716.0,44.0,51.0,6.7,2620.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1888,5.0,53,44.0,0.0,,952.0,4169.0,207531450.0,41352541.0,316284.0,957.0,49777.0,,2.18,2.31,2.07,2.45,2.9,0.9,0.9,,96.0,11.2,314.0,8.1,32262898.0,18.4,3155060.0,8.3,113347.0,55.9,83.0,9.5,4311.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1906,5.0,53,44.0,0.0,,59.0,257.0,11426796.0,2717238.0,117758.0,854.0,44390.0,,0.7,0.48,0.45,0.54,0.61,0.94,0.94,,1.0,1.7,24.0,10.3,1332352.0,13.2,274215.0,11.2,58251.0,97.9,21.0,2.5,1051.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1910,5.0,53,44.0,0.0,,11416.0,76773.0,6526410634.0,929482728.0,22572901.0,1635.0,85009.0,,1.35,1.35,1.56,1.31,1.48,1.15,1.15,,938.0,9.0,3669.0,5.0,851016447.0,15.0,66063395.0,7.7,5068317.0,29.0,142.0,9.5,7374.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1914,5.0,53,44.0,0.0,,78.0,363.0,14911275.0,4396220.0,40011.0,789.0,41050.0,,0.64,0.37,0.31,0.35,0.18,0.82,0.82,,5.0,6.8,-9.0,-2.4,25549.0,0.2,78394.0,1.8,8163.0,25.6,19.0,2.5,990.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1918,5.0,53,44.0,0.0,,36.0,134.0,4400944.0,1574539.0,28666.0,634.0,32945.0,,0.64,0.35,0.23,0.3,0.24,0.66,0.66,,-3.0,-7.7,11.0,8.9,427274.0,10.8,106978.0,7.3,-3031.0,-9.6,14.0,2.3,704.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1930,5.0,53,44.0,0.0,,529.0,2347.0,105210996.0,25849753.0,450478.0,862.0,44836.0,,1.79,1.98,1.95,1.99,2.18,0.98,0.98,,46.0,9.5,310.0,15.2,18336242.0,21.1,3824116.0,17.4,123029.0,37.6,42.0,5.1,2179.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1934,5.0,53,44.0,0.0,,379.0,1477.0,75653725.0,34532328.0,595793.0,985.0,51221.0,,0.91,0.55,0.48,0.63,0.57,0.87,0.87,,-2.0,-0.5,16.0,1.1,3409402.0,4.7,1151506.0,3.4,20708.0,3.6,34.0,3.6,1784.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1938,5.0,53,44.0,0.0,,772.0,3611.0,174805192.0,38018447.0,931132.0,931.0,48408.0,,1.0,0.66,0.54,0.69,0.72,0.83,0.83,,-4.0,-0.5,-145.0,-3.9,-2535709.0,-1.4,-1280741.0,-3.3,67861.0,7.9,23.0,2.5,1197.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1946,5.0,53,44.0,0.0,,116.0,382.0,17285967.0,3998545.0,58645.0,870.0,45222.0,,0.82,0.45,0.38,0.44,0.41,0.84,0.84,,-8.0,-6.5,-10.0,-2.6,968606.0,5.9,216273.0,5.7,16038.0,37.6,70.0,8.8,3614.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1950,5.0,53,44.0,0.0,,75.0,397.0,15488475.0,5589339.0,95710.0,751.0,39038.0,,0.88,0.57,0.36,0.58,0.44,0.63,0.63,,-2.0,-2.6,36.0,10.0,1889265.0,13.9,847429.0,17.9,10379.0,12.2,27.0,3.7,1410.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1966,5.0,53,44.0,0.0,,1088.0,3812.0,183422115.0,32127825.0,254774.0,925.0,48112.0,,1.39,1.23,1.23,1.18,1.26,1.0,1.0,,70.0,6.9,108.0,2.9,32163993.0,21.3,1853492.0,6.1,89382.0,54.0,140.0,17.8,7277.0,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1974,5.0,53,44.0,0.0,,7202.0,31863.0,2625104976.0,579794683.0,11075288.0,1584.0,82387.0,,1.47,1.38,1.4,1.37,1.42,1.02,1.02,,468.0,6.9,2077.0,7.0,439823335.0,20.1,56545090.0,10.8,3486427.0,45.9,173.0,12.3,9021.0,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1978,5.0,53,44.0,0.0,,1153.0,5339.0,340195624.0,170057471.0,1792067.0,1225.0,63721.0,,1.16,0.95,0.91,1.0,0.85,0.95,0.95,N,59.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1982,5.0,53,44.0,0.0,,3698.0,28700.0,1876627614.0,347538710.0,9819860.0,1257.0,65387.0,,0.84,1.02,0.95,1.01,0.88,0.94,0.94,,169.0,4.8,1167.0,4.2,189541584.0,11.2,34353576.0,11.0,1060680.0,12.1,79.0,6.7,4113.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2002,5.0,53,44.0,0.0,,128.0,509.0,23186834.0,4825739.0,79092.0,877.0,45598.0,,0.75,0.58,0.54,0.54,0.56,0.93,0.93,,6.0,4.9,6.0,1.2,1919534.0,9.0,116211.0,2.5,18300.0,30.1,63.0,7.7,3289.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2010,5.0,53,44.0,0.0,,145.0,436.0,21489619.0,8659003.0,176070.0,947.0,49269.0,,0.74,0.42,0.39,0.58,0.42,0.92,0.92,,4.0,2.8,59.0,15.6,5557998.0,34.9,1714974.0,24.7,36692.0,26.3,134.0,16.5,6973.0,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2022,5.0,53,44.0,0.0,,125.0,366.0,14970253.0,9424808.0,119222.0,786.0,40893.0,,0.87,0.42,0.31,0.38,0.33,0.75,0.75,,-2.0,-1.6,-1.0,-0.3,353620.0,2.4,-19691.0,-0.2,9491.0,8.6,20.0,2.6,1066.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2026,5.0,53,44.0,0.0,,241.0,1151.0,42869980.0,28334122.0,275976.0,716.0,37235.0,,0.8,0.62,0.42,0.7,0.39,0.68,0.68,,-12.0,-4.7,37.0,3.3,4262071.0,11.0,1396442.0,5.2,4207.0,1.5,50.0,7.5,2591.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2050,5.0,53,44.0,0.0,,714.0,3508.0,215289674.0,95025865.0,678827.0,1180.0,61373.0,,1.03,0.71,0.55,0.9,1.11,0.77,0.77,,31.0,4.5,133.0,3.9,19558709.0,10.0,6130414.0,6.9,61583.0,10.0,65.0,5.8,3370.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2070,5.0,53,44.0,0.0,,146.0,491.0,21810090.0,6001893.0,201116.0,854.0,44397.0,,0.99,0.59,0.51,0.64,0.62,0.86,0.86,,5.0,3.5,-52.0,-9.6,-1985588.0,-8.3,-896852.0,-13.0,-31887.0,-13.7,11.0,1.3,541.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2074,5.0,53,44.0,0.0,,137.0,631.0,25932893.0,9051847.0,171122.0,790.0,41104.0,,0.7,0.5,0.39,0.49,0.65,0.78,0.78,,6.0,4.6,13.0,2.1,2036129.0,8.5,483350.0,5.6,17965.0,11.7,47.0,6.3,2452.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2094,5.0,53,44.0,0.0,,138.0,463.0,19815228.0,3738459.0,161573.0,824.0,42836.0,,0.41,0.47,0.41,0.43,0.39,0.87,0.87,,4.0,3.0,26.0,5.9,1776622.0,9.8,131150.0,3.6,-5416.0,-3.2,30.0,3.8,1550.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2106,5.0,53,44.0,0.0,,158.0,578.0,22069508.0,7990270.0,136745.0,735.0,38216.0,,0.99,0.73,0.57,0.83,0.83,0.78,0.78,,10.0,6.8,-52.0,-8.3,-543937.0,-2.4,-206945.0,-2.5,5095.0,3.9,45.0,6.5,2326.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2114,5.0,53,44.0,0.0,,166.0,924.0,53776075.0,11917149.0,222328.0,1119.0,58194.0,,0.82,0.44,0.4,0.38,0.4,0.92,0.92,,1.0,0.6,-106.0,-10.3,10251316.0,23.6,1141656.0,10.6,69134.0,45.1,307.0,37.8,15947.0,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2130,5.0,53,44.0,0.0,,64.0,283.0,13024300.0,3626868.0,123443.0,885.0,46022.0,,0.83,0.56,0.45,0.63,0.56,0.81,0.81,,-3.0,-4.5,-9.0,-3.1,-18569.0,-0.1,-10865.0,-0.3,42540.0,52.6,26.0,3.0,1355.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2134,5.0,53,44.0,0.0,,834.0,4958.0,250114055.0,55281632.0,1152970.0,970.0,50452.0,,1.22,1.04,1.13,1.14,1.32,1.08,1.09,N,31.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2150,5.0,53,44.0,0.0,,169.0,883.0,33257231.0,9849493.0,344401.0,725.0,37675.0,,0.6,0.5,0.38,0.54,0.54,0.76,0.76,,-7.0,-4.0,30.0,3.5,2490897.0,8.1,599053.0,6.5,-34225.0,-9.0,31.0,4.5,1596.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2166,5.0,53,44.0,0.0,,625.0,2541.0,113138834.0,82773560.0,1834639.0,856.0,44525.0,,1.12,1.09,0.89,1.12,1.04,0.82,0.82,,3.0,0.5,119.0,4.9,10181489.0,9.9,6900113.0,9.1,535290.0,41.2,39.0,4.8,2020.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2178,5.0,53,44.0,0.0,,347.0,1688.0,84338943.0,19317728.0,236959.0,961.0,49954.0,,1.06,0.74,0.7,0.7,0.55,0.94,0.94,,16.0,4.8,108.0,6.8,17124211.0,25.5,1358438.0,7.6,16648.0,7.6,143.0,17.5,7420.0,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2182,5.0,53,44.0,0.0,,87.0,549.0,26929623.0,19854700.0,366240.0,943.0,49045.0,,0.91,1.02,0.81,1.27,1.13,0.8,0.8,,0.0,0.0,18.0,3.4,-40361.0,-0.1,1011095.0,5.4,83511.0,29.5,-35.0,-3.6,-1786.0,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2202,5.0,53,44.0,0.0,,367.0,1967.0,101538144.0,66818207.0,167031.0,993.0,51619.0,,0.95,0.92,0.8,1.06,0.41,0.87,0.87,,15.0,4.3,73.0,3.9,11485876.0,12.8,6238860.0,10.3,-70621.0,-29.7,79.0,8.6,4069.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2214,5.0,53,44.0,0.0,,121.0,328.0,14064016.0,9147175.0,71624.0,824.0,42824.0,,1.0,0.5,0.42,0.6,0.59,0.83,0.83,,4.0,3.4,-24.0,-6.8,41430.0,0.3,451313.0,5.2,-18843.0,-20.8,58.0,7.6,2968.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2218,5.0,53,44.0,0.0,,416.0,1726.0,76166003.0,43358376.0,270765.0,849.0,44129.0,,1.37,0.88,0.78,1.17,1.35,0.89,0.89,,35.0,9.2,79.0,4.8,6771235.0,9.8,4617949.0,11.9,43135.0,18.9,39.0,4.8,1989.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2222,5.0,53,44.0,0.0,,824.0,2806.0,137483812.0,34517860.0,496571.0,942.0,49002.0,,1.37,0.74,0.56,0.63,0.95,0.76,0.76,,38.0,4.8,65.0,2.4,13521201.0,10.9,9034456.0,35.5,113289.0,29.6,72.0,8.3,3781.0,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2238,5.0,53,44.0,0.0,,235.0,733.0,37840011.0,7669503.0,182894.0,993.0,51653.0,,1.56,0.8,0.83,0.96,1.14,1.04,1.04,,19.0,8.8,42.0,6.1,3366512.0,9.8,922194.0,13.7,58672.0,47.2,34.0,3.5,1794.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2242,5.0,53,44.0,0.0,,241.0,1495.0,62245552.0,17604066.0,511574.0,801.0,41645.0,,0.81,0.77,0.6,0.84,0.83,0.78,0.78,,3.0,1.3,71.0,5.0,4739691.0,8.2,1658767.0,10.4,59193.0,13.1,24.0,3.1,1247.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2250,5.0,53,44.0,0.0,,139.0,744.0,35569705.0,11815819.0,84470.0,920.0,47836.0,,0.73,0.57,0.56,0.63,0.52,0.98,0.98,,3.0,2.2,-36.0,-4.6,889298.0,2.6,74930.0,0.6,-4175.0,-4.7,65.0,7.6,3393.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2252,5.0,53,44.0,0.0,,155.0,558.0,22964554.0,5677361.0,100306.0,792.0,41167.0,,1.04,0.69,0.6,0.69,0.67,0.88,0.88,,4.0,2.6,54.0,10.7,3323093.0,16.9,432114.0,8.2,33439.0,50.0,42.0,5.6,2183.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2254,5.0,53,44.0,0.0,,59.0,340.0,15421829.0,5598099.0,87617.0,873.0,45403.0,,0.59,0.49,0.4,0.55,0.64,0.83,0.83,,-4.0,-6.3,-26.0,-7.1,-548603.0,-3.4,-98338.0,-1.7,-12243.0,-12.3,33.0,3.9,1708.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2266,5.0,53,44.0,0.0,,853.0,3187.0,193579338.0,56889913.0,1060447.0,1168.0,60739.0,,1.49,1.25,1.21,1.41,1.52,0.96,0.96,,40.0,4.9,143.0,4.7,18938170.0,10.8,5696131.0,11.1,269277.0,34.0,65.0,5.9,3362.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2290,5.0,53,44.0,0.0,,299.0,1100.0,50534399.0,14349173.0,166524.0,883.0,45937.0,,1.09,0.69,0.67,0.62,0.66,0.97,0.98,,16.0,5.7,28.0,2.6,3775278.0,8.1,3706684.0,34.8,56133.0,50.8,44.0,5.2,2315.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2306,5.0,53,44.0,0.0,N,506.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1.13,0.0,0.0,0.0,0.0,0.0,0.0,N,16.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2342,5.0,53,44.0,0.0,,861.0,4780.0,247187302.0,41961362.0,1717196.0,994.0,51710.0,,0.53,0.79,0.76,0.74,0.7,0.96,0.96,,33.0,4.0,39.0,0.8,22957896.0,10.2,1152241.0,2.8,-28865.0,-1.7,84.0,9.2,4416.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2346,5.0,53,44.0,0.0,,74.0,272.0,10935102.0,2916587.0,56660.0,773.0,40215.0,,0.82,0.56,0.52,0.56,0.63,0.93,0.93,,4.0,5.7,13.0,5.0,764312.0,7.5,-8748.0,-0.3,18900.0,50.1,17.0,2.2,908.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
